,zinc_id,smiles,e
18,ZINC000000008937,CO[C@]1(C2=NCCN2)COc2c(F)cccc2O1,1.350610905843043
19,ZINC000137922168,C[C@@H](c1cc(Cl)cc2ccccc12)N(C)C(=O)CC1(c2ccc(F)cc2)CCN(C)CC1,-0.30472498993463165
20,ZINC000231226004,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,0.5980066607562883
21,ZINC000003966030,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1,-0.2902624966695503
22,ZINC000014454665,COC(=O)CCCCCCCCCCCCCCCO,0.6879032133427975
23,ZINC000043195938,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5C[C@H](CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,0.8658743581465367
24,ZINC000087496076,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,-0.8205054365737895
25,ZINC000087529312,COC1=C(OC)[C@H](O)[C@H](C/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H](C)C1=O,-0.4325202279644666
26,ZINC000222108067,C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,0.8710383078008052
27,ZINC000096178622,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,0.7657477794091988
28,ZINC000096270862,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,-0.958466183090612
29,ZINC000140358266,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cco3)c2c1,0.8434389085490153
30,ZINC000000527385,Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.7952751867382835
31,ZINC000038476960,COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl,-0.5107714645621426
32,ZINC000004216113,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,0.17117388719385287
33,ZINC000004097472,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,1.1968273146896486
34,ZINC000004111883,c1ccc2c(c1)CNC2,-0.37313130398836847
35,ZINC000002020500,Cc1cc(C2=C(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)C(C)(C)CC(C)(C)C2)ccc1F,0.728908116833324
36,ZINC000002022217,C/C(=C\[C@H](N)C(=O)O)CP(=O)(O)O,-0.03848163098275567
37,ZINC000013885251,CCCCC/C=C\C[C@H](O)c1ccc(/C=C\[C@@H](O)CCCC(=O)O)cc1,-0.7414816250905112
38,ZINC000013890655,COc1ccc2c(c1OC)CC[C@H](N[C@@H](C)[C@@H](O)c1ccc(O)cc1)C2,-0.13285672066661755
39,ZINC000013892386,COc1cccc(C[S@](=O)c2nc3cnccc3[nH]2)c1,-0.040550180902855774
40,ZINC000013896708,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/[C@@H](O)[C@@H](C)O)CO2,-3.0610399906914467
41,ZINC000013982410,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,-1.17928023249946
42,ZINC000014128309,Cn1cncc1[C@](N)(c1ccc(Cl)nc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2CC1CC1,-0.4932448199079156
43,ZINC000014209964,O=C(NS(=O)(=O)c1ccc(Cl)s1)c1ccc(-n2c(=O)[nH]c3cc(NCc4ccc(F)cc4)ccc3c2=O)cc1,2.044797578275223
44,ZINC000014235803,CCCCCCCCCCCCCc1c[nH]c(C(=O)O)c1,0.37686493913988495
45,ZINC000014300189,CCCCCCCC/C=C\CCCCCCCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.4263268792525035
46,ZINC000013442449,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@@H]23,0.0014443432653073259
47,ZINC000169321098,CC(/C=C/C=C(\C)C(=O)O)=C\C=C/C=C(C)/C=C/C=C(\C)C(=O)O,-0.12881442495437395
48,ZINC000136639443,NCCCC[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)c2cc([N+](=O)[O-])ccc2OCC[C@@H](C(=O)NCC(=O)O)NC1=O,-0.7995440014936566
49,ZINC000042833251,COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,1.3191990975373484
50,ZINC000043128334,C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2,-1.7928636048673998
51,ZINC000043153259,CNc1cc2nc(O)n(-c3ccc(N/C(O)=N/S(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,-0.5456190102708851
52,ZINC000043169621,CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.025345894303272602
53,ZINC000136977733,CCN(CC)CCNC(=O)c1cc(C#N)c(Cl)cc1OC,0.004539077791526596
54,ZINC000043201232,Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1,0.14614807296962562
55,ZINC000043203371,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,-0.63561476518012
56,ZINC000043207176,CN1CCN(c2ccc(N3C[C@H](CO)OC3=O)cc2F)C=N1,0.16924987038535388
57,ZINC000043226442,O=[P@]1(N(CCCl)CCCl)N[C@H](OO)CCO1,0.9045943163938591
58,ZINC000138562667,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,0.7106508579063343
59,ZINC000139920592,CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1c[nH]nn1,0.6854130149406427
60,ZINC000049650290,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,0.3311912946080248
61,ZINC000052634547,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,2.2141093435605206
62,ZINC000053244633,C[C@]12C[C@H](N3CCOCC3)[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CCl)CC[C@@H]12,0.973633535978978
63,ZINC000146274983,CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O,-1.0333662186807986
64,ZINC000056898863,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,-1.2949980594458919
65,ZINC000147603875,N#Cc1cc(NC(=O)[C@H]2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F,-0.35403182668333183
66,ZINC000058540931,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,-2.0998132861120946
67,ZINC000059126886,NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,1.0617183128269312
68,ZINC000059240973,c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,0.4319755697983939
69,ZINC000150341961,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,-0.05479345024808031
70,ZINC000067957558,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)c(C)c5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,0.8714761231155432
71,ZINC000068198664,Fc1cc(-c2cccc(-c3ncn[nH]3)c2)cc(F)c1CNC1Cc2ccccc2C1,-0.0035409351770822
72,ZINC000068245917,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,0.2787265535334998
73,ZINC000068247388,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,-1.1995866765752263
74,ZINC000068267814,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,-0.9378482871599354
75,ZINC000070647144,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,0.4723423463754901
76,ZINC000072190199,C=CCN(CC=C)[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCCS[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O,-0.3391464232930379
77,ZINC000072284488,COc1cc(Cl)cc([C@H](C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC,0.9378369502368156
78,ZINC000072316195,CCCc1nc(C(F)(F)F)ccc1/C=C/C(=O)N[C@H](C)c1cc(F)c(NS(C)(=O)=O)c(F)c1,0.5441659019700683
79,ZINC000079017208,CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl,-0.012289091042252788
80,ZINC000169621207,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)NCCC[C@@H]23,-2.4238187150087502
81,ZINC000238856506,CN(C)Cc1ccc([C@@H]2CC[C@@H](N(C)C(=O)c3ccc(Cl)cc3)CC2)cc1,-2.3663679277020413
82,ZINC000085537084,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-1.0579210545122526
83,ZINC000252517142,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@@H]4CC[C@@H](OC(=O)CN)CC4)c3)c2C1,-0.2843211889535545
84,ZINC000253633622,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,-0.1626603078455067
85,ZINC000254010483,CC(=O)[C@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]21C,0.5209163223869576
86,ZINC000254088572,O=C(O)COC[C@@H]1CC[C@@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1,-1.5656603933201088
87,ZINC000256000206,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1,-0.507783350232051
88,ZINC000095543889,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C(C)(Oc1ccc(O)cc1)P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,0.6206114137994442
89,ZINC000095558579,N=C(N)c1cc2ccc(OC(=O)c3cccs3)cc2s1,-1.007863603636773
90,ZINC000095579919,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,0.2900259392031776
91,ZINC000095616570,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc([S@](=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,-1.2542193254026075
92,ZINC000095936819,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,0.8422386568798427
93,ZINC000096901004,CCCCCCO[C@@H](C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)c(C)c6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,0.317370209102957
94,ZINC000014128264,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,0.08040714377985446
95,ZINC000014141521,CCCCCCCCCCCCCCCCOCCCO[P@](=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,1.5038393095803824
96,ZINC000014210872,CCCCCCCC/C=C\CCCCCC[C@@H](O)C(=O)O,0.9597638752553227
97,ZINC000013896714,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/[C@H](O)[C@H](C)O)CO2,1.3291020512113405
98,ZINC000013907549,O=C(O)[C@@H](CCCCCc1ccc(Cl)cc1)Oc1ccc(C2CCCC2)cc1,0.0926205845583781
99,ZINC000013912511,C[C@@]1(C(=O)OCc2ccc(C(=N)N)cc2)CCC/C1=C\CSc1ccccc1,-1.4393090205530727
100,ZINC000013914951,O=C(O)[C@@H]1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,1.3940320967524626
101,ZINC000013896711,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/[C@@H](O)[C@H](C)O)CO2,-0.7863664479321835
102,ZINC000013907551,COc1ccccc1CCCCC[C@H](Oc1ccc(Cc2ccccc2)cc1)C(=O)O,0.046231996060525624
103,ZINC000013915654,NC(=O)c1nc(F)cnc1O,1.1625555156593013
104,ZINC000013982483,COc1ccc2cc([C@H](C)C(=O)OC[C@H](CO[N+](=O)[O-])O[N+](=O)[O-])ccc2c1,-0.316038734104667
105,ZINC000014096074,CCCCCCCCOc1c(O)c2ccc(NC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)cc2n(C)c1=O,0.7776422302594238
106,ZINC000014243184,CCCCCCCNC(=O)Nc1c(F)cc(F)cc1CCc1ccc(CC(C)(C)C)cc1,0.32929734518335385
107,ZINC000014286400,CN(C[C@@H](CCN1CCC(c2ccccc2[S@](C)=O)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,-0.27798191810060674
108,ZINC000299807064,CCCCCCO[C@H](C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)c(C)c6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,1.1403351807838646
109,ZINC000675050382,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCC(=O)O,0.815275882408606
110,ZINC000685933073,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)SSCC[C@H](C(N)=O)S(=O)(=O)O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)C=CC=C(C)C2,-0.783307491370263
111,ZINC000685933074,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)SSCC[C@@H](C(N)=O)S(=O)(=O)O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)C=CC=C(C)C2,-1.2274636942331059
112,ZINC000936070151,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C/C=C(C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,1.285153376164641
113,ZINC000013891844,CC(=O)N1CCN([C@@H]2c3ccc(Cl)cc3CCc3cccnc32)CC1,1.9095008572447025
114,ZINC000013892388,COc1cccc(C[S@@](=O)c2nc3cnccc3[nH]2)c1,-0.09320166185062298
115,ZINC000013902917,Cc1cccc2c1O[C@@H](CNCCNC(=O)C13CC4CC(CC(C4)C1)C3)CO2,-1.2771203663402093
116,ZINC000013912512,C[C@]1(C(=O)OCc2ccc(C(=N)N)cc2)CCC/C1=C\CSc1ccccc1,-0.7080421486028691
117,ZINC000013985502,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,-1.6383049874944116
118,ZINC000014300055,CCCCCCCCCCC/C=C/C=C/[C@H](C[C@H](O)[C@@](N)(CO)C(=O)O)OC(C)=O,0.9529893427514434
119,ZINC000013986815,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0.015618620800096957
120,ZINC000014210874,CCCCCCCC/C=C\CCCCCC[C@H](O)C(=O)O,0.7339641759410456
121,ZINC000014300053,CCCCCCCCCCC/C=C/C=C/[C@H](C[C@@H](O)[C@@](N)(CO)C(=O)O)OC(C)=O,-0.5408368336417678
122,ZINC000040575510,COc1cc2c3c(n(CCCN4CCOCC4)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,-0.2972468467047064
123,ZINC000136127894,CN1[C@H]2CC[C@H]1CC(NC(=O)c1c[nH]c3ncccc13)C2,1.4562191276593697
124,ZINC000043175494,CC(C)(O)c1ccccc1-c1ccc2nc(/C=C/c3ccc(C(F)(F)F)cc3)[nH]c2c1,-0.42779210926394967
125,ZINC000043201114,Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2,0.033563088818973644
126,ZINC000043203165,Nc1ncn([C@H]2C[C@H](O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1,-1.9201995092103374
127,ZINC000043207055,CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,-0.009036049390658555
128,ZINC000043208574,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,0.7073073790344865
129,ZINC000043757608,CC(=O)[C@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,0.20354227869954267
130,ZINC000045348138,O=C1OC2(CCC(C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21,2.0943949558754102
131,ZINC000140740551,CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21,-0.3199389426269273
132,ZINC000049942502,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@@H](O)[C@H]4O)[C@@H]1O,-1.4195631606329502
133,ZINC000053046001,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,-0.4315889629277376
134,ZINC000145806066,C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,0.869797765281889
135,ZINC000056898757,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,0.16481264604254134
136,ZINC000147513579,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1,-0.3732695775039446
137,ZINC000148274595,C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12,2.3613343275774534
138,ZINC000059047060,CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O,0.9051568736976788
139,ZINC000059185874,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@@H]3C(=O)N(C)CCN3C)cc2)n1,0.9174033756584768
140,ZINC000059299699,CS(=O)(=O)N(c1cc(F)cc(F)c1)C1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,1.1403900471286994
141,ZINC000150564784,CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2,-0.17075457029757524
142,ZINC000063298074,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,0.1526004261351351
143,ZINC000068077856,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,1.4516914214503274
144,ZINC000068205977,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,1.415069483764093
145,ZINC000068247071,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,1.7826050292113569
146,ZINC000068250431,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,-0.48103246206237293
147,ZINC000070225492,CC(C)(C)C(=O)N[C@H]1CCCNC1=O,-0.8150965242900083
148,ZINC000072190155,COc1ccc(CN2CCN(c3ccc(Br)c(OC)n3)CC2)cc1OC,0.8754559614787696
149,ZINC000072266314,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,-1.1678740490761985
150,ZINC000072284489,COc1cc(Cl)cc([C@@H](C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC,0.7575232226065676
151,ZINC000072317283,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,0.06464762992292351
152,ZINC000169289417,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N1)C(N)=O,-0.17003697181298158
153,ZINC000083333841,C#CCC/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,-0.7272999583500184
154,ZINC000252516369,[O-][n+]1cccc(C(Cl)=NOC[C@H](O)CN2CCCCC2)c1,0.5154982811729807
155,ZINC000253387875,O=C(O)C[C@@H]1CC[C@@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,-0.27269348746220307
156,ZINC000254010478,CC(=O)[C@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,0.8890500514292639
157,ZINC000254010487,CC(=O)[C@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,0.19593558373282102
158,ZINC000255992360,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@H]2SC1,-0.4192516246265785
159,ZINC000257354192,CC(C)(C)S(=O)(=O)N[C@@H]1CC[C@@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,-1.5968290865112502
160,ZINC000095550396,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1,-0.22097819819099937
161,ZINC000095571779,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1,1.2502841554369426
